PROC_TRACEINFO,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value
I-B-XA1207672-190520-00980,149.2,170.47,151.3,117.78,11.89,12.2,,11.97,6.62,22.82,27.8,99.08,6.61
I-B-XA1207672-190821-01050,138.5,153.94,140.9,119.9,11.8,12.34,0.38,11.97,6.63,24.43,14,98.68,6.61
I-B-XA1207672-190424-02923,143.5,179.81,184.2,111.75,12.06,12.3,,11.98,6.6,23.61,29.4,101.78,6.61
I-B-XA1207672-190627-00875,186.9,153.42,197.9,115.91,11.71,12.39,,11.97,6.61,26.96,10.6,97.64,5.9
I-B-XA1207672-190727-00843,164.5,159.22,185,116.47,11.83,12.17,0.4,11.97,6.6,24.87,28,98.74,6.63
I-B-XA1207672-190906-02523,175.2,146.49,164.4,118.82,12.04,12.14,0.41,11.97,6.41,22.31,21.3,102.92,6.41
I-B-XA1207672-190727-01066,149.9,161.78,151.6,113.62,11.82,12.26,0.4,11.97,6.61,25.64,44.2,101.48,6.61
I-B-XA1207672-190511-01643,154.7,164.25,142.2,121,12.02,12.21,,11.97,6.62,28.35,18.9,108.12,6.62
I-B-XA1207672-190712-03445,177.8,168.72,185.6,108.99,11.85,12.22,,11.98,6.61,27.36,17.8,102.51,6.62
I-B-XA1207672-190802-00558,185.1,158.17,190,107.72,11.82,12.33,0.35,11.97,6.6,25.29,28.8,95.08,6.6
I-B-XA1207672-190508-02911,171.7,168.18,151.1,117.46,12.08,12.18,,11.97,6.62,23.32,15.7,97.34,6.61
I-B-XA1207672-190503-00528,147.3,158.35,168.1,111.46,12.08,12.15,,11.97,6.62,24.41,32.7,97.05,6.61
I-B-XA1207672-190904-01517,146.3,152.19,152.7,107.8,12.09,12.27,0.32,11.97,6.41,23.14,11.5,96.63,6.4
I-B-XA1207672-190831-00570,167.1,133.99,171.1,112.21,12.14,12.35,0.4,11.97,6.41,19.52,11.3,89.82,6.41
I-B-XA1207672-190520-00776,147.3,163.01,161.5,114.73,11.9,12.13,,11.98,6.62,23.85,33.1,98.06,6.61
I-B-XA1207672-190530-03544,175.4,173.91,173.5,110.01,11.88,12.24,,11.97,6.61,23.64,15.3,89.37,6.63
I-B-XA1207672-190503-04350,167.8,168.74,159.3,120.24,12.06,12.22,,11.97,6.61,26.88,20.5,102.47,6.64
I-B-XA1207672-190504-01552,164,175.12,163.3,119.93,12.06,12.26,,11.97,6.61,21.28,14,106.85,6.61
I-B-XA1207672-190801-01544,148.5,141.7,169.1,119.11,11.85,12.18,0.35,11.97,6.61,25.6,25.9,103.78,6.61
I-B-XA1207672-190508-03170,159.2,167.84,155.9,113.06,12.08,12.21,,11.97,6.6,22.17,17.8,98.74,6.62
I-B-XA1207672-190802-02660,129.4,175.02,143.4,114.39,11.8,12.22,0.35,11.97,6.61,25.45,13.1,105.28,6.6
I-B-XA1207672-190621-01587,152.6,144.97,151.5,110.32,11.9,12.37,,11.97,6.62,23.24,24.6,92.24,6.61
I-B-XA1207672-190504-00664,169.8,168.18,157.6,117.66,12.07,12.36,,11.97,6.6,21.19,14.8,92.08,6.6
I-B-XA1207672-190503-02864,140.8,172.95,145.4,115.79,12.05,12.31,,11.97,6.62,27.71,10.6,100.44,6.6
I-B-XA1207672-190905-00598,152,146.5,162.5,113.92,12.09,12.13,0.41,11.97,6.41,21.2,48.3,96.4,6.41
I-B-XA1207672-190830-03265,152.4,143.51,140.5,110.5,12.13,12.34,0.38,11.97,6.41,17.55,11.3,79.72,6.4
I-B-XA1207672-190906-03594,153.9,153.24,156.4,114.34,12.08,12.38,0.41,11.97,6.41,22.82,11.4,97.64,6.41
I-B-XA1207672-190503-03991,144.2,157.73,156.1,108.62,12.07,12.23,,11.98,6.6,22.05,15.1,100.21,6.61
I-B-XA1207672-190503-02237,157.8,170.85,184.7,115.28,12.06,12.12,,11.97,6.62,25.28,23.9,101.05,6.62
I-B-XA1207672-190801-01478,179.3,154.94,153.5,111.65,11.83,12.34,0.38,11.98,6.61,26.48,28.5,98.08,6.6
I-B-XA1207672-190504-01697,170,165.9,172.6,111.66,12.08,12.09,,11.98,6.62,24.86,50.3,97.65,6.61
I-B-XA1207672-190513-01159,148.4,165.83,153.8,113.46,11.94,12.24,,11.97,6.61,26,22.4,107.12,6.62
I-B-XA1207672-190712-01239,186.6,142.07,184.6,110.96,11.86,12.25,,11.97,6.61,25.84,23.5,98.13,6.66
I-B-XA1207672-190520-00654,140.5,158.29,148.4,118.43,11.9,12.3,,11.97,6.6,24.69,12.1,105.68,6.6
I-B-XA1207672-190803-00310,193.8,167.12,168.6,114.47,11.8,12.35,0.35,11.97,6.61,25.54,12.4,102.43,6.61
I-B-XA1207672-190815-00216,131.1,163.17,133.6,115.49,11.81,12.27,0.39,11.97,6.61,25.45,18,107,6.62
I-B-XA1207672-190803-00574,176.6,156.66,141.5,108.67,11.83,12.28,0.37,11.97,6.61,27.35,26.9,98.78,6.6
I-B-XA1207672-190907-01509,157.4,155.03,173.1,109.74,12.05,12.22,0.39,11.97,6.41,19.8,19.7,95.68,6.41
I-B-XA1207672-190828-01283,156.5,149.07,167.2,109.05,12.11,12.25,0.4,11.97,6.43,20.26,18,98.33,6.41
I-B-XA1207672-190905-01153,162.6,148.45,120.8,114.19,12.09,12.29,0.39,11.97,6.42,19.73,11.6,95.93,6.42
I-B-XA1207672-190727-00966,152.3,147.82,169.1,111.52,11.83,12.19,0.41,11.97,6.61,24.88,16.9,101.96,6.6
I-B-XA1207672-190528-03207,155.1,147.82,163.3,113.48,11.9,12.29,,11.97,6.62,21.87,13.9,91.84,6.61
I-B-XA1207672-190802-02383,180.2,154.4,185.4,109.44,11.84,12.22,0.38,11.97,6.61,24.35,22.2,96.8,6.63
I-B-XA1207672-190905-01091,148.2,137.81,165.9,111.3,12.09,12.16,0.39,11.97,6.4,21.64,18.7,99.54,6.42
I-B-XA1207672-190528-01765,165.2,169.95,151.5,115.17,11.88,12.23,,11.97,6.62,25.57,14.4,98.46,6.61
I-B-XA1207672-190513-00658,142.8,166.62,146.3,114.21,11.93,12.14,,11.97,6.64,27.2,16.1,116.88,6.61
I-B-XA1207672-190528-03523,136,142.36,140.5,110.6,11.9,12.31,,11.97,6.61,23.68,14.8,89.91,6.61
I-B-XA1207672-190504-00033,173.7,155.88,143.2,116.93,12.08,12.28,,11.97,6.6,22.1,11.8,101.66,6.62
I-B-XA1207672-190520-00898,150.7,159.89,158.3,113.71,11.89,12.09,,11.98,6.62,23.75,25.6,99.72,6.6
I-B-XA1207672-190906-03204,155,138.46,178.1,115.78,12.05,12.37,0.41,11.97,6.41,24.48,13.1,98.15,6.41
I-B-XA1207672-190907-01060,189.5,149.56,171.2,109.53,12.04,12.3,0.41,11.97,6.41,23.21,16.3,104.58,6.41
I-B-XA1207672-190802-02982,141.6,158.97,165.4,113.31,11.8,12.28,0.34,11.97,6.61,27.2,16.5,103.15,6.61
I-B-XA1207672-190907-00856,155.1,147.98,165.2,115.73,12.06,12.28,0.41,11.97,6.41,22.57,17,101.47,6.41
I-B-XA1207672-190906-01328,149.4,136.67,178.4,115.85,12.05,12.33,0.41,11.97,6.4,22.7,14.8,99.29,6.41
I-B-XA1207672-190503-00305,156.8,158.7,164.2,113.65,12.09,12.32,,11.97,6.62,21.98,11.1,94.48,6.6
I-B-XA1207672-190520-01198,165.3,165.87,148.2,113.64,11.87,12.37,,11.97,6.65,21.96,11.5,96.68,6.6
I-B-XA1207672-190828-01096,151.6,157.61,157.1,112.11,12.12,12.26,0.39,11.97,6.41,20.52,21.8,105.19,6.42
I-B-XA1207672-190504-01659,160.4,159.42,176.7,109.93,12.09,12.18,,11.97,6.62,22.74,24,98.52,6.62
I-B-XA1207672-190906-02630,150.6,155.37,157.9,119.1,12.04,12.27,0.41,11.97,6.41,25.76,18.5,107.02,6.42
I-B-XA1207672-190715-00163,183.7,147.21,172.6,112.7,11.87,12.25,,11.97,6.6,28.51,14.7,108.96,6.61
I-B-XA1207672-190906-03863,146.5,145.41,160.7,113.71,12.04,12.25,0.41,11.97,6.41,22.78,15.8,99.91,6.41
I-B-XA1207672-190503-02233,163.6,173.53,181,118.24,12.06,12.18,,11.97,6.61,24.44,23.1,101.62,6.61
I-B-XA1207672-190829-00403,148,149.72,138.5,111.31,12.12,12.23,0.38,11.97,6.41,19.16,12.6,83.39,6.42
I-B-XA1207672-190621-03190,181.2,162.93,143,112.2,11.88,12.33,,11.97,6.61,23.59,9.7,95.55,6.61
I-B-XA1207672-190907-01056,159.8,145.16,159.6,111.11,12.05,12.27,0.39,11.97,6.41,22.46,15.3,97.63,6.41
I-B-XA1207672-190527-00299,160.9,165.07,188,116.93,11.92,12.41,,11.98,6.62,27.69,8.3,104.39,6.61
I-B-XA1207672-190503-03517,117.6,171.25,166.5,115.26,12.07,12.26,,11.97,6.62,22.9,13.8,97.9,6.61
I-B-XA1207672-190503-02449,158,166.34,160.5,116.61,12.07,12.27,,11.98,6.61,25.69,12.6,98.9,6.6
I-B-XA1207672-190803-00286,168.1,161.59,140.7,108.2,11.82,12.28,0.38,11.97,6.63,25.87,17.5,99.76,6.61
I-B-XA1207672-190513-00863,156.1,173.6,162.1,115.51,11.91,12.36,,11.97,6.62,29.11,24.3,100.88,6.62
I-B-XA1207672-190713-01052,154.6,140.01,131.1,111.92,11.85,12.32,,11.97,6.61,25.32,18.4,105.36,6.61
I-B-XA1207672-190830-03330,128.1,148.79,196.9,113.45,12.11,12.27,0.4,11.98,6.43,19.89,13.3,82.89,6.41
I-B-XA1207672-190830-03824,144.9,155.37,169.3,115.51,12.11,12.2,0.39,11.97,6.4,18.07,22,84.67,6.42
I-B-XA1207672-190830-04331,147.7,156.34,166.5,108.71,12.12,12.25,0.36,11.97,6.4,18.08,14.1,80.94,6.42
I-B-XA1207672-190802-02175,172.9,159.63,177.6,111.39,11.84,12.17,0.37,11.97,6.61,25.97,30.4,96.71,6.63
I-B-XA1207672-190621-01562,155,146.23,141.8,116.36,11.89,12.33,,11.97,6.61,24.93,9.3,92.45,6.61
I-B-XA1207672-190815-00450,143,157.04,151.6,112.68,11.83,12.44,0.38,11.97,6.6,25.89,13.9,106.8,6.61
I-B-XA1207672-190610-00104,164.1,164.86,159.1,118.8,11.89,12.26,,11.97,6.62,25.04,38.6,88.98,6.61
I-B-XA1207672-190527-00281,162,157.58,176.5,111.98,11.91,12.34,,11.97,6.63,26.87,13.3,96.29,6.61
I-B-XA1207672-190429-01048,139,147.28,159.2,119.33,12.1,12.33,,11.97,6.62,21.97,9.1,92.53,6.6
I-B-XA1207672-190425-00928,141.5,182.07,145,110.17,12.06,12.26,,11.97,6.6,24.18,12.8,99.95,6.61
I-B-XA1207672-190829-00794,141,148.62,146.1,114.19,12.13,12.17,0.38,11.97,6.42,18.69,21,79.98,6.42
I-B-XA1207672-190503-00924,157.4,158.6,197.4,115.96,12.09,12.19,,11.97,6.62,23.68,23,99.75,6.56
I-B-XA1207672-190802-01270,150.2,161.3,154,110.7,11.8,12.35,0.39,11.97,6.6,25.57,11.7,100.78,6.62
I-B-XA1207672-190621-03198,161.7,164.16,148.2,113.59,11.87,12.25,,11.97,6.61,23.51,15.3,95.12,6.61
I-B-XA1207672-190906-02034,175.2,154.62,145.1,112.85,12.05,12.29,0.41,11.97,6.41,22.63,18,105.95,6.4
I-B-XA1207672-190829-00696,154.1,148.03,152.1,112.15,12.14,12.2,0.39,11.97,6.44,17.85,15.3,79.52,6.43
I-B-XA1207672-190828-03241,184,148.93,159.9,114.87,12.12,12.32,0.37,11.97,6.41,24.14,14.9,106.68,6.41
I-B-XA1207672-190530-03546,160.5,164.12,175.3,112.02,11.88,12.33,,11.97,6.6,23.75,11,91.24,6.61
I-B-XA1207672-190508-02039,152.8,156.99,168.9,114.28,12.09,12.15,,11.97,6.6,23.66,21.6,100.56,6.63
I-B-XA1207672-190424-02933,140,171.98,168.2,113.16,12.06,12.24,,11.97,6.62,25.39,18.5,100.86,6.6
I-B-XA1207672-190904-01281,134.3,157.33,147.4,111.46,12.08,12.23,0.34,11.97,6.41,22.44,17.6,102.09,6.43
I-B-XA1207672-190509-00061,157.9,167.26,155,111.36,12.07,12.23,,11.97,6.62,23.16,17.4,95.78,6.61
I-B-XA1207672-190520-00136,164.2,165.25,169.1,116.27,11.91,12.34,,11.97,6.61,24.02,10.4,103.17,6.61
I-B-XA1207672-190801-02449,160.9,160.05,147.3,111.58,11.84,12.27,0.37,11.97,6.61,24.63,16.9,95.36,6.63
I-B-XA1207672-190706-02424,198,165.67,197.3,116.21,11.77,12.22,,11.97,5.98,23.82,16.4,93.9,6.63
I-B-XA1207672-190906-02388,156.2,146.01,151.2,107.21,12.03,12.16,0.41,11.97,6.4,23.46,22.5,103.82,6.41
I-B-XA1207672-190503-02719,165.8,165.9,161.7,113.94,12.08,12.27,,11.97,6.6,24.09,11,94.09,6.63
I-B-XA1207672-190830-02359,158.4,145.95,142.5,121.12,12.1,12.27,0.37,11.97,6.4,19.03,15.9,87.52,6.41
I-B-XA1207672-190627-01847,163.3,155.35,148.1,110.66,11.69,12.3,,11.97,6.6,23.45,19.2,95.5,6.61
I-B-XA1207672-190503-03816,165.6,151.65,141.2,107.44,12.1,12.24,,11.98,6.61,23.33,25.1,93.74,6.63
I-B-XA1207672-190621-03222,156.3,153.37,155.7,117.02,11.9,12.35,,11.97,6.61,24.97,8.6,98.31,6.61
I-B-XA1207672-190905-03782,145,133.95,132.7,113.71,12.12,12.3,0.41,11.97,6.4,19.28,12.6,97.24,6.4
I-B-XA1207672-190504-00220,149.2,163.68,135.9,116.62,12.1,12.26,,11.97,6.62,23.88,20,101.82,6.61
I-B-XA1207672-190503-00002,179,156.69,170.9,111.87,12.08,12.32,,11.97,6.62,23.05,12,98.68,6.61
I-B-XA1207672-190829-00470,154.3,154.86,156.5,111.36,12.11,12.28,0.39,11.97,6.4,18.75,14.8,85.64,6.42
I-B-XA1207672-190803-00411,149.5,161.49,150.6,111.49,11.8,12.26,0.36,11.97,6.61,24.88,23.8,106.05,6.6
I-B-XA1207672-190425-00934,155.7,166.79,170,115.79,12.07,12.15,,11.97,6.6,25.03,34.8,105.7,6.62
I-B-XA1207672-190706-01224,139.7,164.67,143.6,116.4,11.75,12.31,,11.97,6.61,25.54,19.7,95.86,6.61
I-B-XA1207672-190831-00131,157.2,150.74,166,119.96,12.12,12.4,0.4,11.97,6.4,18.33,8.4,80.82,6.43
I-B-XA1207672-190503-00598,150.5,159.39,190.1,119.38,12.08,12.24,,11.97,6.61,23.9,18.4,98.92,6.62
I-B-XA1207672-190503-02721,165.6,175.03,161.3,111.81,12.06,12.24,,11.97,6.6,24.33,13,96.98,6.61
I-B-XA1207672-190503-00877,166.4,155.44,151.1,108.99,12.08,12.16,,11.97,6.62,22.86,12.5,96.38,6.61
I-B-XA1207672-190504-01013,173.4,156.55,157.2,116.7,12.09,12.19,,11.97,6.62,26.09,18.9,101.63,6.6
I-B-XA1207672-190907-01648,177.1,135.15,184.5,116.99,12.07,12.18,0.41,11.98,6.41,21.8,18.5,92.92,6.42
I-B-XA1207672-190703-01101,171.3,166.79,160.1,113.76,11.75,12.15,,11.97,6.61,28.05,33.2,105.39,6.61
I-B-XA1207672-190429-01097,156.9,157.54,163.6,111.39,12.11,12.14,,11.97,6.6,28.82,19,94.65,6.61
I-B-XA1207672-190513-00991,155.1,171.65,171.7,118.52,11.93,12.21,,11.97,6.61,28.6,14.6,91.26,6.61
I-B-XA1207672-190830-01197,175.8,148.64,147,110.95,12.13,12.34,0.39,11.97,6.41,19.22,12.4,82,6.42
I-B-XA1207672-190802-01654,162.5,147,142.4,120.35,11.86,12.29,0.35,11.97,6.61,25.06,11.6,94.73,6.63
I-B-XA1207672-190528-02277,156.2,168.1,135.5,108.03,11.88,12.29,,11.98,6.61,26.26,8.9,98.86,6.63
I-B-XA1207672-190905-01546,153,136.36,159.2,113.62,12.12,12.27,0.41,11.97,6.41,23.96,20,97.45,6.4
I-B-XA1207672-190907-00008,197.7,141.24,160.1,114.8,12.06,12.28,0.41,11.97,6.33,23.15,17.8,101.19,6.44
I-B-XA1207672-190530-03962,180,168.5,158,110.13,11.89,12.26,,11.98,6.62,23.72,17.9,90.56,6.63
I-B-XA1207672-190509-00044,143.4,151.91,163.4,111.94,12.1,12.27,,11.97,6.61,20.7,15.5,97.09,6.62
I-B-XA1207672-190502-01343,148.1,156.28,149.5,113.88,12.08,12.27,,11.97,6.6,22.23,10.5,98.24,6.61
I-B-XA1207672-190828-03083,164.9,144.83,149.8,107.87,12.12,12.19,0.4,11.97,6.42,22.37,22.1,96.65,6.41
I-B-XA1207672-190503-00579,197.5,165.26,154.4,111.74,12.07,12.29,,11.97,6.47,22.79,27.5,96.18,6.63
I-B-XA1207672-190828-03381,140.4,154.43,148.6,116.04,12.12,12.24,0.36,11.97,6.41,20.36,15.5,102.8,6.42
I-B-XA1207672-190801-02425,140,159.05,149.5,109.56,11.83,12.21,0.32,11.97,6.61,24.91,15.4,95.98,6.61
I-B-XA1207672-190828-02077,151.5,166.34,166.1,112.02,12.13,12.35,0.39,11.97,6.42,23.78,9.4,107.18,6.41
I-B-XA1207672-190528-03159,162.9,152.33,149.5,105.88,11.89,12.15,,11.97,6.62,22.78,27.4,91.19,6.6
I-B-XA1207672-190520-01185,147.4,166.04,176.8,118.93,11.88,12.25,,11.97,6.62,22.49,17.4,97.79,6.61
I-B-XA1207672-190706-01972,184.3,165.8,163.7,114.85,11.75,12.27,,11.97,6.61,25.08,14.2,91.51,6.61
I-B-XA1207672-190906-01787,163.9,149.08,153.3,119.29,12.03,12.32,0.41,11.97,6.43,24.5,13,91.77,6.41
I-B-XA1207672-190727-00951,182.4,144.95,142.9,117.43,11.87,12.33,0.41,11.97,6.61,23.26,13,99.26,6.6
I-B-XA1207672-190907-02291,196.1,160.42,155.4,115.14,12.04,12.26,0.41,11.97,6.4,19.83,21,97.78,6.44
I-B-XA1207672-190425-00139,168.7,166.96,196.5,109.02,12.06,12.25,,11.98,6.62,22.78,11.8,101.69,6.61
I-B-XA1207672-190503-00410,165.5,160.46,134.5,115.23,12.08,12.3,,11.97,6.62,22.74,28.7,102.21,6.61
I-B-XA1207672-190504-00792,176.6,174.56,158.5,113.06,12.06,12.21,,11.97,6.6,23.31,33.5,102.37,6.6
I-B-XA1207672-190815-01048,130.5,155.54,141.7,112.54,11.83,12.23,0.39,11.97,6.61,25.09,13.8,116.7,6.61
I-B-XA1207672-190906-03583,171.7,153.8,166,116.15,12.09,12.3,0.41,11.97,6.41,24.13,15.3,92.25,6.4
I-B-XA1207672-190802-02574,168.4,158.89,132.5,121.6,11.82,12.3,0.37,11.97,6.61,25.05,14.9,96.7,6.63
I-B-XA1207672-190713-00858,169.8,146.84,171.8,111.15,11.84,12.17,,11.97,6.6,27.58,19.4,105.79,6.61
I-B-XA1207672-190907-00523,183.4,153.2,157.1,113.91,12.04,12.25,0.41,11.97,6.41,21.32,11.5,97.36,6.44
I-B-XA1207672-190828-01039,140.4,144.9,160.7,111.84,12.13,12.25,0.39,11.97,6.41,19.6,19,93.6,6.4
I-B-XA1207672-190830-00684,174.1,151.31,197.7,114.37,12.1,12.27,0.41,11.97,6.4,19.21,21,83.09,6.31
I-B-XA1207672-190530-03415,157.9,158.65,152.7,109.61,11.89,12.22,,11.97,6.61,21.65,21.6,91.87,6.63
I-B-XA1207672-190703-00992,196.9,161.53,159.6,115.7,11.75,12.35,,11.97,6.61,26.45,12.3,99.72,6.61
I-B-XA1207672-190528-01317,153.8,168.94,145.2,114.66,11.87,12.4,,11.98,6.62,23.3,9.5,97.09,6.61
I-B-XA1207672-190907-02383,148,157.65,153.1,112.38,12.05,12.3,0.41,11.97,6.4,21.67,17,100.33,6.4
I-B-XA1207672-190531-00135,178.5,149.25,161.3,110.41,11.9,12.21,,11.98,6.61,20.44,13.7,92.1,6.64
I-B-XA1207672-190830-00690,175,148.86,195.3,112.27,12.12,12.25,0.4,11.97,6.4,19.59,16.3,86.18,6.41
I-B-XA1207672-190906-01781,162.5,145.02,156,119.76,12.05,12.25,0.41,11.97,6.41,23.49,14.4,102.85,6.41
I-B-XA1207672-190508-03744,143.5,171.97,181.9,111.34,12.08,12.22,,11.97,6.62,23.73,20,96.93,6.6
I-B-XA1207672-190508-03633,148.5,155.43,175,119.81,12.09,12.23,,11.97,6.62,23.01,20.9,97.3,6.6
I-B-XA1207672-190701-00391,173.1,149.34,172.9,106.53,11.75,12.31,,11.97,6.62,25.13,13.8,102.95,6.63
I-B-XA1207672-190502-02554,155.7,171.17,156,112.13,12.06,12.23,,11.97,6.62,22.58,15.8,100.27,6.61
I-B-XA1207672-190906-03049,173.9,149.53,154.5,108.42,12.03,12.34,0.41,11.97,6.41,23.55,17.5,94.87,6.4
I-B-XA1207672-190610-00229,147.6,151.88,153.5,116.36,11.92,12.29,,11.97,6.64,22.33,9.6,101.08,6.62
I-B-XA1207672-190502-01202,147.1,153.4,151.4,113.77,12.09,12.18,,11.97,6.62,24.16,14.9,98.97,6.61
I-B-XA1207672-190907-01665,167.1,154.39,160.8,115.27,12.05,12.2,0.38,11.97,6.41,22.59,17.2,101.22,6.41
I-B-XA1207672-190429-01213,186.4,170.62,165.7,113.47,12.08,12.23,,11.98,6.61,23.95,32.3,107.6,6.61
I-B-XA1207672-190627-00932,198,145.76,198,114.62,11.71,12.31,,11.97,6.33,24.24,14.1,102.79,6.18
I-B-XA1207672-190907-01730,163.4,153.45,163.9,116.66,12.04,12.15,0.39,11.97,6.41,23.27,21.3,91.05,6.4
I-B-XA1207672-190706-02154,175.4,161.55,185.2,115.99,11.75,12.25,,11.97,6.61,24.22,18.7,94.54,6.62
I-B-XA1207672-190425-00318,139.4,184.61,139.6,113.9,12.05,12.25,,11.97,6.62,23.06,11,107.68,6.63
I-B-XA1207672-190830-04520,155.8,140.03,155.9,110.61,12.11,12.2,0.38,11.97,6.41,18.42,16.9,81.61,6.43
I-B-XA1207672-190906-03854,166,153.32,145.3,113.79,12.05,12.28,0.41,11.97,6.4,24.4,12.8,93.3,6.41
I-B-XA1207672-190904-01692,165.9,139.57,138.6,109.59,12.12,12.19,0.42,11.97,6.43,19.78,21,94.84,6.4
I-B-XA1207672-190801-01684,168.1,163.69,193.8,119,11.82,12.3,0.36,11.97,6.61,26.12,10.7,99.23,6.61
I-B-XA1207672-190906-01543,165.6,159.47,142.5,115.22,12.04,12.3,0.41,11.97,6.4,25.54,11.3,104.33,6.41
I-B-XA1207672-190425-00596,138,160.37,147.5,112.31,12.06,12.23,,11.97,6.62,24.27,27.3,99.43,6.6
I-B-XA1207672-190712-03930,184.8,161.21,174.1,114.82,11.83,12.3,,11.97,6.61,26.25,9.9,104.87,6.6
I-B-XA1207672-190815-00697,138.9,159.07,144.9,117.72,11.82,12.16,0.38,11.97,6.62,24.45,21.9,104.57,6.61
I-B-XA1207672-190503-02949,161,153.45,157.3,132.56,12.08,12.2,,11.97,6.62,19.1,15,93.37,6.6
I-B-XA1207672-190828-03449,143.7,160.32,149.9,112.62,12.11,12.32,0.37,11.97,6.4,22.7,11.4,99.84,6.4
I-B-XA1207672-190621-00809,140.2,150.96,185.1,114.87,11.9,12.41,,11.97,6.61,25.25,12,98.72,6.61
I-B-XA1207672-190828-03192,165.6,155.12,151.8,113.95,12.13,12.27,0.35,11.97,6.43,19.36,17.3,97.31,6.4
I-B-XA1207672-190701-00734,197.8,167.23,173.4,110.36,11.73,12.31,,11.97,6.51,28.53,11,100.74,6.61
I-B-XA1207672-190513-01208,150.4,157.17,149.5,111.54,11.92,12.25,,11.97,6.62,26.43,15.5,115.3,6.62
I-B-XA1207672-190424-03076,181.4,181.95,188.8,115.5,12.06,12.24,,11.97,6.61,22.67,21.1,101.36,6.62
I-B-XA1207672-190815-00428,152.9,156.89,142.6,112.55,11.84,12.25,0.37,11.97,6.61,25.22,40.5,92.3,6.61
I-B-XA1207672-190511-01031,163.3,164.95,159.4,115.14,11.95,12.27,,11.97,6.62,25.02,13.3,90.76,6.61
I-B-XA1207672-190528-01678,163.5,169.66,142.6,125.01,11.86,12.25,,11.97,6.62,27.27,16.5,93.64,6.6
I-B-XA1207672-190503-03344,154.8,162.13,155.8,109.95,12.08,12.14,,11.98,6.6,23.62,27.5,102.55,6.62
I-B-XA1207672-190904-01322,125,163.24,159.3,108.98,12.07,12.35,0.35,11.97,6.42,25.03,11.3,98.11,6.41
I-B-XA1207672-190504-01805,157.6,159.27,169.2,112.26,12.08,12.17,,11.98,6.62,21.21,25,103.25,6.61
I-B-XA1207672-190528-02037,165.7,172.21,149.6,106.13,11.87,12.3,,11.98,6.6,26.27,13.7,99.71,6.62
I-B-XA1207672-190713-00819,196.7,160.82,177.9,113.81,11.84,12.17,,11.97,6.6,27.38,16.8,102.99,6.6
I-B-XA1207672-190712-01478,140.3,159.18,195.4,112.95,11.83,12.22,,11.98,6.61,27.74,17.7,104.03,6.62
I-B-XA1207672-190422-00161,172,184.03,152.1,115.23,12.09,12.26,,11.97,6.6,24.99,18.5,103.6,6.61
I-B-XA1207672-190627-01727,154.4,145.21,152.2,113.08,11.71,12.33,,11.97,6.63,23.91,12.5,100.89,6.6
I-B-XA1207672-190713-00588,142.3,146.12,185.2,108.51,11.84,12.18,,11.97,6.6,26.09,16.3,100.5,6.6
I-B-XA1207672-190831-00722,184.9,145.23,169.2,110.2,12.11,12.26,0.41,11.97,6.42,21.35,13,87.42,6.42
I-B-XA1207672-190502-02571,146.2,183.06,143.1,108.27,12.06,12.26,,11.97,6.6,23.95,26.3,100.78,6.61
I-B-XA1207672-190712-01741,197.9,160.24,166.9,111.37,11.84,12.27,,11.97,6.4,27.82,15.1,105.49,6.62
I-B-XA1207672-190830-03068,157.2,153.77,148.6,115.91,12.13,12.29,0.39,11.97,6.42,18.56,15.8,79.35,6.41
I-B-XA1207672-190508-02789,149.1,170.06,150.6,116.42,12.08,12.22,,11.97,6.62,23.81,12.2,102.25,6.64
I-B-XA1207672-190621-03301,150.3,161.86,154.5,113.37,11.85,12.26,,11.97,6.6,24.36,15.4,91.15,6.61
I-B-XA1207672-190504-00680,161.7,170.82,128.3,116.93,12.07,12.17,,11.97,6.6,25.11,20.4,98.13,6.61
I-B-XA1207672-190904-01032,124.6,132.17,140.6,114.44,12.1,12.34,0.35,11.97,6.4,23.26,11.6,95.79,6.4
I-B-XA1207672-190712-01574,188,148.11,166.4,114.57,11.84,12.28,,11.98,6.6,27.8,18.3,101.11,6.62
I-B-XA1207672-190531-00121,165,159.77,158,109.15,11.89,12.24,,11.98,6.62,22.64,12.6,88.82,6.61
I-B-XA1207672-190802-02887,163.9,158.41,141.3,110.32,11.82,12.43,0.36,11.97,6.61,25.91,8.4,104.21,6.61
I-B-XA1207672-190830-01025,150.1,146.46,153.5,115.3,12.12,12.24,0.4,11.97,6.4,17.67,15.4,81.71,6.42
I-B-XA1207672-190706-01904,169.1,152.46,169.5,109.17,11.78,12.24,,11.97,6.64,24.86,15.4,95.32,6.6
I-B-XA1207672-190801-01361,148.7,143.45,171,109.85,11.84,12.23,0.37,11.97,6.6,24.22,14.7,106.09,6.61
I-B-XA1207672-190830-02286,175.3,149.13,177.6,124,12.07,12.36,0.38,11.97,6.4,17.26,11.1,88.3,6.41
I-B-XA1207672-190425-00005,189.5,173.43,153.4,111.04,12.05,12.25,,11.98,6.61,22.41,13.5,99.89,6.61
