PROC_TRACEINFO,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value
I-B-XA1207672-190904-01662,156.7,135.7,152.3,112.11,12.1,12.34,0.41,11.97,6.41,21.87,10.8,103.92,6.41
I-B-XA1207672-190715-00638,164.5,165.41,133.6,114.51,11.83,12.24,,11.97,6.62,28.25,16.6,104.97,6.6
I-B-XA1207672-190830-04118,152.2,153.59,149.7,113.62,12.12,12.31,0.39,11.97,6.42,19.51,10.9,81.89,6.42
I-B-XA1207672-190621-00840,153.4,144.79,161.8,113.62,11.89,12.17,,11.97,6.63,23.12,18.3,94.61,6.61
I-B-XA1207672-190905-00394,144.6,134.52,138.1,115.06,12.12,12.33,0.41,11.97,6.41,21.37,13.2,96.34,6.4
I-B-XA1207672-190907-02621,183.3,150.38,144.6,115.24,12.05,12.17,0.41,11.97,6.41,20.79,33.5,85.38,6.41
I-B-XA1207672-190830-02784,144.5,153.88,146.1,109.8,12.12,12.23,0.41,11.97,6.4,19.43,22.8,85.25,6.41
I-B-XA1207672-190830-04275,162,153.87,154.7,109.28,12.11,12.29,0.39,11.97,6.4,18.07,16,81.61,6.4
I-B-XA1207672-190727-01306,183.3,145.43,151.6,114.49,11.83,12.25,0.41,11.97,6.63,24.03,19.9,96.76,6.62
I-B-XA1207672-190520-00733,142.2,174.54,153.2,119.58,11.88,12.13,,11.97,6.61,22.89,17.9,93.61,6.62
I-B-XA1207672-190828-01438,155.1,156.86,166.3,113.05,12.13,12.21,0.4,11.97,6.41,19.83,15,94.2,6.42
I-B-XA1207672-190504-00514,132.9,164.62,175.2,114.25,12.07,12.15,,11.97,6.62,23.28,23.3,107.53,6.64
I-B-XA1207672-190815-01495,160.6,151,151.2,121.13,11.82,12.31,0.38,11.97,6.61,27.1,9.7,110.15,6.61
I-B-XA1207672-190801-02028,155,158.2,165.2,112.13,11.81,12.37,0.32,11.97,6.6,25.08,20.3,96.24,6.64
I-B-XA1207672-190828-02030,156.2,154.04,161.1,118.23,12.13,12.25,0.39,11.97,6.41,22.61,18.1,94.55,6.41
I-B-XA1207672-190528-02694,155.8,175.85,155,109.75,11.89,12.34,,11.98,6.61,24.59,12.6,106.17,6.61
I-B-XA1207672-190830-04203,183.7,148.65,138,110.87,12.13,12.33,0.39,11.97,6.41,19.51,17.8,82.75,6.42
I-B-XA1207672-190503-03512,159,174.64,170,113.99,12.07,12.21,,11.97,6.62,23.64,25.4,99.52,6.6
I-B-XA1207672-190831-00739,180.8,152.4,145.2,112.43,12.13,12.27,0.32,11.97,6.4,20.57,14,85.59,6.41
I-B-XA1207672-190610-00743,163.9,164.3,166.1,113.81,11.88,12.2,,11.97,6.62,25.02,17.7,90.63,6.62
I-B-XA1207672-190513-01506,158,175.98,159.4,127.67,11.91,12.25,,11.97,6.62,28.1,15,109.08,6.6
I-B-XA1207672-190906-02234,153.1,150.55,147,116.38,12.04,12.26,0.41,11.97,6.41,23.85,11.6,98.71,6.41
I-B-XA1207672-190907-01889,167.2,150.37,177.4,111.68,12.05,12.26,0.39,11.97,6.41,22.59,18.3,88.41,6.4
I-B-XA1207672-190425-00334,159.1,189.98,143.1,112.61,12.05,12.17,,11.98,6.61,24.77,13,104.17,6.6
I-B-XA1207672-190531-00003,164.2,149.51,163.8,109.27,11.9,12.31,,11.98,6.64,21.81,12.9,92.74,6.62
I-B-XA1207672-190831-00748,162,140.78,155.2,107.2,12.14,12.28,0.38,11.97,6.4,26.11,13.7,98.03,6.4
I-B-XA1207672-190503-00741,165.8,170.35,156.5,115.76,12.06,12.31,,11.97,6.61,22.96,13.3,101.68,6.6
I-B-XA1207672-190503-03013,173.1,163.82,170.8,122.07,12.07,12.26,,11.97,6.61,21.99,12.9,98.17,6.6
I-B-XA1207672-190907-02264,167.9,150.61,197.1,115.97,12.05,12.31,0.41,11.97,6.41,18.88,14.4,92.2,6.42
I-B-XA1207672-190907-01895,173.9,154.03,144.7,110.83,12.06,12.19,0.38,11.97,6.41,20.29,21,86.82,6.4
I-B-XA1207672-190520-00119,151.1,154.54,147.3,111.48,11.91,12.33,,11.97,6.62,21.91,10.8,100.93,6.6
I-B-XA1207672-190831-00317,165.7,146.94,142.7,109.01,12.12,12.27,0.38,11.97,6.42,17.1,14.1,77.23,6.41
I-B-XA1207672-190727-01246,159.8,142.64,165.7,111.65,11.86,12.16,0.4,11.97,6.61,24.59,49.5,99.92,6.62
I-B-XA1207672-190508-01128,155.2,155.61,160.1,121.17,12.1,12.37,,11.97,6.62,28.76,14.1,98.26,6.63
I-B-XA1207672-190802-01871,159.8,141.84,171.7,112.06,11.86,12.2,0.37,11.97,6.61,25.85,19.3,96.63,6.61
I-B-XA1207672-190712-01139,153.4,143.04,169.1,111.57,11.86,12.26,,11.97,6.62,23.28,14.5,106.55,6.6
I-B-XA1207672-190906-00802,165.9,134.79,190.7,114.56,12.05,12.3,0.41,11.97,6.4,23.48,13.4,93.67,6.41
I-B-XA1207672-190527-00525,156,171.51,170.8,110.32,11.88,12.29,,11.98,6.62,25.11,13.7,95.14,6.61
I-B-XA1207672-190906-01958,151.3,151.45,168.6,112.64,12.04,12.19,0.41,11.97,6.4,21.01,14.4,103.69,6.4
I-B-XA1207672-190713-00549,167.3,139.4,149.1,111.88,11.86,12.27,,11.97,6.61,25.29,14.7,96.07,6.63
I-B-XA1207672-190429-00493,145.9,158.11,153.4,113.51,12.09,12.3,,11.97,6.6,23.46,14.5,103.45,6.61
I-B-XA1207672-190828-01211,156.7,147.64,173.9,119.13,12.13,12.21,0.39,11.97,6.4,19.47,16,91.88,6.41
I-B-XA1207672-190508-03733,140.3,177.4,156.9,115.13,12.07,12.24,,11.97,6.62,24.78,13,103.92,6.63
I-B-XA1207672-190504-01829,172.7,155.1,152.7,111.74,12.1,12.15,,11.97,6.6,21.73,31.8,102.21,6.61
I-B-XA1207672-190511-01066,154.5,178.81,149.4,114.12,11.94,12.29,,11.97,6.62,26,10.2,98.38,6.63
I-B-XA1207672-190712-01135,134,154.75,173,111.54,11.85,12.24,,11.97,6.61,26.19,16.4,98.33,6.62
I-B-XA1207672-190424-02721,170.7,173.98,166.1,113.19,12.06,12.18,,11.97,6.62,24.53,21.2,101.91,6.63
I-B-XA1207672-190520-00491,147.1,181.65,158.9,114.67,11.86,12.35,,11.97,6.62,25.8,12.2,100.02,6.63
I-B-XA1207672-190906-02058,155.4,154.26,154.8,115.68,12.05,12.22,0.41,11.97,6.41,24.72,21.2,105.9,6.42
I-B-XA1207672-190905-02379,161.2,157.24,149.2,115.13,12.09,12.17,0.41,11.97,6.41,23.86,22.7,106.4,6.41
I-B-XA1207672-190520-00228,154.1,170.76,163.4,114.38,11.89,12.42,,11.97,6.62,25.4,13.5,99.86,6.61
I-B-XA1207672-190621-01467,147,159.39,147.3,116.4,11.88,12.37,,11.97,6.61,23.81,12.9,92.66,6.61
I-B-XA1207672-190706-02604,141,162.25,169.6,113.67,11.76,12.26,,11.97,6.61,24.7,20.3,101.1,6.61
I-B-XA1207672-190906-02865,166.9,135.57,181.2,116.47,12.05,12.17,0.41,11.97,6.43,19.98,21.9,97.02,6.41
I-B-XA1207672-190905-00367,151.4,154.99,135.6,114.21,12.09,12.26,0.41,11.97,6.41,25.81,28.3,105.63,6.4
I-B-XA1207672-190429-01299,158.6,153.36,138.4,115.53,12.1,12.36,,11.97,6.6,22.21,8.7,96.7,6.64
I-B-XA1207672-190801-03740,165.3,158.34,144.1,111.99,11.81,12.12,0.38,11.97,6.61,24.33,50.2,93.39,6.61
I-B-XA1207672-190905-01558,166.2,148.29,185.4,114.55,12.1,12.23,0.41,11.97,6.41,23.48,15.8,98.44,6.41
I-B-XA1207672-190830-04567,149.6,144.65,147.9,116.72,12.13,12.21,0.37,11.97,6.41,21.54,23.7,87.71,6.4
I-B-XA1207672-190422-00526,178.9,166.26,171,115.13,12.08,12.29,,11.97,6.62,23.69,17.1,102.66,6.62
I-B-XA1207672-190815-00266,137.1,159.74,136,110.29,11.83,12.23,0.36,11.97,6.61,24.59,19.4,105.67,6.6
I-B-XA1207672-190627-01221,170.5,160.05,157,112.81,11.69,12.32,,11.97,6.64,23.51,26,93.01,6.61
I-B-XA1207672-190830-02038,137.8,145.68,148.7,114.29,12.11,12.27,0.41,11.97,6.41,21.16,12.8,84.45,6.42
I-B-XA1207672-190801-01616,154.3,145.3,163.5,114.4,11.85,12.23,0.39,11.97,6.61,26.14,19.6,96.53,6.63
I-B-XA1207672-190503-02764,155.1,164.07,179.9,115.89,12.07,12.19,,11.97,6.62,23.35,16.1,103.48,6.63
I-B-XA1207672-190530-04296,182.3,142.17,156.6,115.63,11.91,12.26,,11.97,6.62,23.15,21.1,92.81,6.63
I-B-XA1207672-190830-04188,158,149.42,148.8,109.77,12.12,12.33,0.39,11.97,6.41,19.33,14.3,83.78,6.43
I-B-XA1207672-190615-01713,145.3,147.81,154.3,108.61,11.9,12.18,,11.97,6.62,23.35,19.2,89.04,6.6
I-B-XA1207672-190907-01009,164.3,136.45,156.3,113.25,12.06,12.17,0.41,11.97,6.43,22.3,23.7,104.11,6.41
I-B-XA1207672-190610-00864,157.4,162.38,156,115.85,11.89,12.23,,11.97,6.61,25,13.9,92.02,6.6
I-B-XA1207672-190513-00757,183.9,177.22,154.3,117.54,11.91,12.27,,11.98,6.6,26.89,14.9,99.89,6.61
I-B-XA1207672-190520-00656,159.5,169.95,153.8,113.12,11.88,12.2,,11.97,6.62,25.89,12.8,95.33,6.61
I-B-XA1207672-190528-01451,148.6,172.59,161.1,115.9,11.87,12.26,,11.97,6.61,23.34,16,97.93,6.6
I-B-XA1207672-190821-01134,179.7,154.73,167.5,117.67,11.81,12.28,0.37,11.97,6.6,24.9,15.6,102.71,6.6
I-B-XA1207672-190508-03642,173.8,155.71,149.3,111.01,12.09,12.22,,11.97,6.62,22.42,14.3,97.77,6.6
I-B-XA1207672-190828-03103,172.4,159.42,158.1,112.66,12.11,12.21,0.39,11.97,6.41,21.9,16.9,97.7,6.42
I-B-XA1207672-190503-02862,148.5,153.87,152.7,113.06,12.09,12.29,,11.98,6.6,24.05,12.8,99.92,6.62
I-B-XA1207672-190905-01595,156.6,143.34,151.3,111.79,12.12,12.28,0.41,11.97,6.4,24.45,21.6,103.82,6.42
I-B-XA1207672-190906-02565,153.5,149.09,171,117.89,12.03,12.25,0.41,11.98,6.41,23.99,16.3,101.84,6.4
I-B-XA1207672-190905-04189,127.1,149.94,159.4,116.54,12.04,12.21,0.41,11.97,6.41,23.11,19.9,103.49,6.41
I-B-XA1207672-190712-01354,197,138.67,139,113.72,11.84,12.2,,11.97,6.61,25.7,14.4,103.88,6.61
I-B-XA1207672-190528-03056,147.8,144.63,148.2,106.77,11.9,12.29,,11.98,6.6,21.23,12.7,86.6,6.61
I-B-XA1207672-190513-01261,158.7,176.91,174,112.91,11.9,12.25,,11.97,6.62,27.98,17.1,105.45,6.62
I-B-XA1207672-190906-02649,168.1,142.97,149.2,110.8,12.04,12.26,0.41,11.97,6.41,24.57,16.9,101.71,6.41
I-B-XA1207672-190520-00563,153.9,166.37,170.9,116.36,11.89,12.37,,11.97,6.62,25.07,11.1,101.03,6.61
I-B-XA1207672-190712-03972,197.8,157.33,165.8,113.03,11.83,12.28,,11.97,6.5,25.59,11.6,103.42,6.61
I-B-XA1207672-190528-02762,156.9,170.2,149.1,119.87,11.88,12.12,,11.97,6.62,26.15,24.8,98.39,6.6
I-B-XA1207672-190530-03053,165.1,151.9,142.3,111.05,11.9,12.19,,11.98,6.63,22.92,29.2,90.23,6.63
I-B-XA1207672-190905-01432,190.8,145.07,173.8,111.89,12.1,12.17,0.41,11.97,6.41,20.38,17.6,92.28,6.41
I-B-XA1207672-190429-00635,197.3,169.25,158.7,112.56,12.06,12.33,,11.97,6.63,24.01,15.1,104.07,6.61
I-B-XA1207672-190906-00026,130.7,154.61,140.2,112.7,12.04,12.33,0.41,11.97,6.4,24.73,21.4,110.21,6.41
I-B-XA1207672-190821-00978,137,151.05,153.3,119.64,11.81,12.33,0.39,11.97,6.61,25.87,14.7,99.71,6.61
I-B-XA1207672-190503-04229,141.5,170.98,138.6,110.05,12.07,12.32,,11.98,6.64,24.18,28.5,98.21,6.61
I-B-XA1207672-190512-00015,157,158.57,159.7,115.85,11.99,12.37,,11.97,6.62,24.17,11.8,109.39,6.62
I-B-XA1207672-190513-00369,130.6,161.85,146.3,113.12,11.91,12.2,,11.97,6.62,25.93,27,108.95,6.63
I-B-XA1207672-190503-03303,144.5,165.45,162.3,116.1,12.06,12.18,,11.97,6.62,23.99,20.9,98.38,6.6
I-B-XA1207672-190520-01327,159.2,172.55,149.3,115.7,11.87,12.25,,11.97,6.6,24.54,16.9,98.22,6.62
I-B-XA1207672-190906-01451,161.7,149.5,154.5,109.76,12.03,12.28,0.41,11.97,6.41,22.37,16.7,99.38,6.41
I-B-XA1207672-190508-02288,158.6,179.56,191.4,113.54,12.06,12.27,,11.97,6.62,25.26,19.5,104.23,6.6
I-B-XA1207672-190504-00223,143.6,151.57,159.6,114.05,12.09,12.2,,11.97,6.6,23.54,16.2,100.39,6.62
I-B-XA1207672-190528-03438,137.6,154.15,147.1,109.05,11.89,12.26,,11.97,6.63,24.17,25.3,97.83,6.62
I-B-XA1207672-190530-03465,156.1,149.7,154.8,110.6,11.92,12.25,,11.97,6.62,24.94,16.9,91.95,6.61
I-B-XA1207672-190520-01015,160.6,175.7,156.7,113.05,11.88,12.19,,11.97,6.62,24.83,19.6,101.17,6.61
I-B-XA1207672-190830-00875,197.6,146.68,175.7,110.22,12.13,12.21,0.4,11.97,6.39,17.71,19.6,80.79,6.42
I-B-XA1207672-190425-00640,164.3,178.57,166.7,112.29,12.06,12.39,,11.97,6.62,24.43,10.7,101.6,6.61
I-B-XA1207672-190801-01523,152.7,143.63,178.2,110.7,11.84,12.16,0.38,11.97,6.6,24.41,19.7,97.26,6.6
I-B-XA1207672-190905-01049,150.4,138.29,146.2,112.4,12.12,12.13,0.41,11.97,6.4,22.14,25,95.74,6.44
I-B-XA1207672-190905-03450,174.3,145.61,158.1,112.3,12.11,12.26,0.41,11.97,6.41,24.05,22.4,98.53,6.44
I-B-XA1207672-190801-02415,169.1,162.62,167.7,112.24,11.83,12.15,0.35,11.97,6.61,27.28,34.1,95.64,6.6
I-B-XA1207672-190508-02600,157.8,169.59,178.6,116.17,12.08,12.31,,11.97,6.62,23.39,12.5,100.51,6.61
I-B-XA1207672-190815-00383,129.5,154.92,147.4,117.44,11.84,12.12,0.4,11.97,6.6,23.36,35.9,110.71,6.6
I-B-XA1207672-190907-00940,159.1,145.03,141.8,111.13,12.06,12.17,0.41,11.97,6.41,23.24,22,98.65,6.41
I-B-XA1207672-190828-01954,158.7,146.57,168.1,117.01,12.12,12.21,0.38,11.97,6.4,18.96,18,92.1,6.41
I-B-XA1207672-190503-02180,176.3,173.57,163.8,112.6,12.06,12.23,,11.97,6.62,25.36,16.8,96,6.61
I-B-XA1207672-190907-01042,148.1,152.01,163.8,113.53,12.05,12.24,0.41,11.97,6.41,22.75,16.6,97.79,6.41
I-B-XA1207672-190621-01217,157.9,147.11,146.6,114.11,11.89,12.26,,11.97,6.61,26.05,14.6,92.65,6.62
I-B-XA1207672-190615-01642,153.9,146.69,164.4,108.07,11.91,12.24,,11.97,6.62,24.23,19.7,94.42,6.61
I-B-XA1207672-190829-00451,140.5,141.99,157.5,113.69,12.11,12.3,0.39,11.97,6.41,17.93,11.1,84.34,6.41
I-B-XA1207672-190502-02492,151.3,155.8,165.6,109.85,12.08,12.16,,11.97,6.6,23.4,38.6,94.39,6.61
I-B-XA1207672-190508-01112,173.7,149.39,142.4,115.87,12.11,12.32,,11.97,6.63,24.03,12.1,94.2,6.64
I-B-XA1207672-190503-03565,151.2,167.09,135.4,110.01,12.08,12.2,,11.97,6.62,25.35,18.7,93.17,6.6
I-B-XA1207672-190629-00769,146.4,164.07,135.7,117.54,11.74,12.39,,11.97,6.62,25.85,14.5,108.39,6.62
I-B-XA1207672-190815-00067,146.1,169.54,125,115.33,11.82,12.33,0.35,11.97,6.61,26.04,15.1,99.09,6.62
I-B-XA1207672-190427-02267,179.5,190.52,194.3,117.46,12.03,12.35,,11.97,6.6,25.37,14.3,107.06,6.64
I-B-XA1207672-190712-01292,187,159.92,172.3,109.85,11.83,12.27,,11.97,6.61,24.93,15.7,100.32,6.61
I-B-XA1207672-190429-00439,156.1,167.53,176.2,111.17,12.07,12.27,,11.97,6.62,23.4,11.5,106.48,6.61
I-B-XA1207672-190504-00374,156.8,164.65,174.4,119.28,12.08,12.16,,11.97,6.63,22.48,20.4,98.09,6.61
I-B-XA1207672-190530-03181,138.4,165.78,159.6,110.01,11.89,12.24,,11.97,6.61,23.69,16.2,89.38,6.61
I-B-XA1207672-190530-03604,166.3,162.7,165.7,109.35,11.89,12.35,,11.97,6.6,23.93,13.3,89.18,6.6
I-B-XA1207672-190627-01900,156.5,142.64,169.6,124.42,11.73,12.36,,11.97,6.61,22.94,10.9,108.56,6.61
I-B-XA1207672-190503-01117,149.8,158.71,168.3,111.71,12.08,12.27,,11.97,6.62,25.25,14.5,101.87,6.61
I-B-XA1207672-190801-03794,157.6,157.61,163.2,112.68,11.82,12.22,0.31,11.97,6.61,26.22,22,97.62,6.61
I-B-XA1207672-190425-00998,157,184.16,155.3,110.95,12.07,12.18,,11.97,6.62,25.04,15.1,105.36,6.61
I-B-XA1207672-190802-02547,188.9,169.98,144.5,108.5,11.82,12.23,0.36,11.97,6.6,25.08,18.2,99.21,6.6
I-B-XA1207672-190906-02208,138.4,141.23,166.2,113.52,12.03,12.25,0.41,11.97,6.41,23.94,15.8,97.54,6.41
I-B-XA1207672-190830-03036,155.8,144.23,154.7,114.06,12.12,12.28,0.38,11.97,6.41,18.05,14.5,81.49,6.4
I-B-XA1207672-190425-00657,191.4,176.46,193.9,113.6,12.07,12.19,,11.97,6.62,22.81,14.6,93.38,6.62
I-B-XA1207672-190803-00211,175.7,167.69,189.1,112.41,11.8,12.24,0.39,11.97,6.6,26.5,20.7,104.84,6.61
I-B-XA1207672-190508-02862,154.2,164.51,160.4,115.51,12.08,12.29,,11.97,6.63,23.73,13.3,100.9,6.61
I-B-XA1207672-190627-01667,173,156.68,149.8,112.96,11.71,12.35,,11.97,6.61,26.92,10.3,97.6,6.61
I-B-XA1207672-190830-01506,159,142.38,135.3,109.91,12.13,12.29,0.4,11.97,6.41,21.21,20.6,88.36,6.41
I-B-XA1207672-190802-01232,132.6,161.58,119.9,111.38,11.82,12.37,0.35,11.97,6.61,25.36,15.2,103.31,6.61
I-B-XA1207672-190803-00373,160.4,159.98,178.2,113.06,11.81,12.21,0.34,11.97,6.6,26.68,17.1,98.49,6.61
I-B-XA1207672-190627-01126,164.3,138.43,143.8,117.34,11.72,12.3,,11.97,6.61,25.21,12.2,100.06,6.61
I-B-XA1207672-190905-03591,150.2,153.9,157.7,114.6,12.1,12.37,0.41,11.98,6.4,20.69,8.1,92.91,6.43
I-B-XA1207672-190527-00799,148.3,155.79,169.8,108.47,11.91,12.35,,11.97,6.62,24.06,12.2,97.7,6.62
I-B-XA1207672-190503-00267,172,170.89,160.8,116.11,12.07,12.28,,11.97,6.62,23.54,10.3,96.11,6.62
I-B-XA1207672-190906-01678,149,135.1,156.8,112.62,12.05,12.37,0.41,11.97,6.4,22.78,12.6,95.39,6.41
I-B-XA1207672-190520-00468,163.1,159.31,185.1,122.28,11.9,12.2,,11.97,6.62,24.22,17,96.26,6.62
I-B-XA1207672-190424-02187,157.6,176.8,154.2,125.33,12.05,12.26,,11.97,6.62,21.23,13.9,100.64,6.6
I-B-XA1207672-190621-01288,153,162.25,168.7,117.83,11.88,12.23,,11.97,6.6,26.7,15.4,96.64,6.6
I-B-XA1207672-190531-00245,153.9,152.72,163.4,105.54,11.9,12.33,,11.97,6.62,25.9,17.1,94.49,6.61
I-B-XA1207672-190801-03732,170.8,155.92,187.3,177.95,11.82,12.31,0.34,11.97,6.6,25.64,23.1,94.53,6.6
I-B-XA1207672-190815-00201,134.9,167.51,177.1,115.05,11.82,12.23,0.37,11.97,6.61,25.75,17.6,101.84,6.65
I-B-XA1207672-190503-04198,156.9,170.09,153.5,114.79,12.07,12.25,,11.97,6.63,25.21,23.1,101.1,6.63
I-B-XA1207672-190815-00252,126.9,158.45,169.6,112.75,11.83,12.3,0.38,11.97,6.61,24.12,12.1,99.76,6.6
I-B-XA1207672-190531-00315,164.6,163.03,176.5,111.57,11.88,12.23,,11.97,6.62,23.5,32.3,89.83,6.6
I-B-XA1207672-190610-00641,155,171.77,176.2,108.05,11.86,12.24,,11.97,6.62,26.55,18.1,95.41,6.62
I-B-XA1207672-190906-03940,157,157.67,139.4,107.93,12.08,12.27,0.41,11.97,6.41,22.38,12.4,101.09,6.44
I-B-XA1207672-190801-01307,145,141.58,174,110.71,11.83,12.33,0.38,11.97,6.6,24.28,13.7,103.36,6.61
I-B-XA1207672-190815-00849,147.9,159.48,146.5,115.77,11.82,12.24,0.39,11.97,6.61,31.79,25.6,113.37,6.61
I-B-XA1207672-190907-02609,175.2,142.43,170.1,108.2,12.06,12.21,0.41,11.97,6.41,23.83,18.5,97.94,6.4
I-B-XA1207672-190701-00517,148.4,161.49,161.2,109.75,11.75,12.28,,11.97,6.64,25.77,23,112.83,6.63
I-B-XA1207672-190830-02029,165.5,151.47,148.6,117.04,12.11,12.35,0.41,11.97,6.42,17.06,9.5,79.18,6.41
I-B-XA1207672-190503-03472,155.1,159.34,167.8,114.17,12.07,12.2,,11.97,6.62,24.19,20.4,99.37,6.61
I-B-XA1207672-190520-00279,159.5,155.69,179.5,113.35,11.9,12.2,,11.97,6.62,21.76,22.5,100.29,6.61
I-B-XA1207672-190502-02766,171.3,174.62,149.4,110.43,12.06,12.29,,11.97,6.61,23.08,19.5,101.98,6.62
I-B-XA1207672-190815-00188,197.7,157.81,176.8,120.3,11.83,12.2,0.4,11.97,6.46,26.76,29.6,100.48,6.61
I-B-XA1207672-190905-03565,166.8,155.46,149.8,113.15,12.11,12.38,0.41,11.97,6.41,23.27,9.7,95.72,6.41
I-B-XA1207672-190531-00102,158.8,167.17,161.6,111.54,11.88,12.27,,11.97,6.6,23.37,13.7,89.54,6.61
I-B-XA1207672-190803-00268,167.4,163.66,148.8,112.45,11.8,12.42,0.37,11.97,6.6,25.63,19.1,99.48,6.6
I-B-XA1207672-190713-00188,170.4,146.16,163.7,116.75,11.84,12.23,,11.97,6.66,24.47,16.7,100.37,6.61
I-B-XA1207672-190905-00371,160.4,152.21,136.9,117.68,12.09,12.3,0.41,11.97,6.4,24.1,13.3,106.01,6.41
I-B-XA1207672-190821-01343,160.9,152.11,173.1,113.84,11.81,12.26,0.38,11.98,6.61,26.24,16.7,100.72,6.6
I-B-XA1207672-190429-00824,157.1,163.02,131.8,118.62,12.08,12.21,,11.97,6.62,29.73,16.5,104.92,6.6
I-B-XA1207672-190610-00619,160,153.65,155.8,112.61,11.89,12.26,,11.97,6.61,22.5,14.7,90.9,6.6
I-B-XA1207672-190815-01648,173.3,158.11,178.5,117.41,11.82,12.26,0.37,11.97,6.6,24.74,24,97.22,6.61
I-B-XA1207672-190905-03121,147.3,147.79,138.4,107.68,12.1,12.35,0.41,11.97,6.41,22.32,9.4,96.13,6.41
I-B-XA1207672-190504-00060,183.4,164.61,136.9,111.55,12.07,12.28,,11.97,6.6,23.12,19.3,100.46,6.6
I-B-XA1207672-190905-01006,163.7,154.13,147.8,114.94,12.09,12.34,0.41,11.97,6.4,24.4,10.8,102.48,6.43
I-B-XA1207672-190822-00594,174,155.74,162.3,118.37,11.81,12.23,0.39,11.97,6.6,24.93,24.3,102.78,6.61
I-B-XA1207672-190629-00854,159.6,144.85,152.5,110.27,11.75,12.25,,11.97,6.61,25.42,11.3,110.63,6.61
I-B-XA1207672-190429-00287,172.8,157.98,163.4,110.26,12.08,12.23,,11.98,6.6,23.28,16.2,96.2,6.64
I-B-XA1207672-190610-00025,137.3,147.68,155.9,118.92,11.92,12.27,,11.97,6.62,24.64,12.9,92.02,6.61
I-B-XA1207672-190822-00464,166.8,160.61,181.2,113.15,11.82,12.28,0.38,11.97,6.61,23.65,14.5,100.92,6.6
I-B-XA1207672-190802-02792,170.3,161.77,136.8,112.21,11.8,12.27,0.36,11.97,6.63,24.72,16.6,103,6.62
I-B-XA1207672-190712-00922,195.8,142.1,138.3,115.45,11.87,12.18,,11.97,6.6,25.29,21.8,99.48,6.61
I-B-XA1207672-190907-00161,168.5,148.78,157.9,113.35,12.06,12.28,0.41,11.97,6.4,22.67,16,100.84,6.41
I-B-XA1207672-190815-01160,146.5,166.74,141.4,111.32,11.82,12.31,0.37,11.97,6.63,26.89,10.3,104.58,6.61
I-B-XA1207672-190504-01296,155.6,175.21,149.2,109.16,12.07,12.31,,11.97,6.6,25.52,14.9,104.74,6.61
I-B-XA1207672-190712-01147,148.7,158.06,165.8,112.47,11.84,12.29,,11.97,6.6,24.72,15.1,99.45,6.61
I-B-XA1207672-190627-01638,168.9,136.34,152.7,112.55,11.74,12.33,,11.97,6.62,20.94,12.6,94.71,6.61
I-B-XA1207672-190906-03944,171.3,158.28,142.2,113.31,12.06,12.35,0.41,11.97,6.41,23.51,11.4,97.5,6.41
I-B-XA1207672-190508-03691,156.9,178.55,168.6,118.57,12.06,12.21,,11.97,6.65,27.01,14.9,109.62,6.63
I-B-XA1207672-190503-00518,159.2,175.67,192.3,124.72,12.06,12.18,,11.97,6.6,23.99,18.1,101.25,6.61
I-B-XA1207672-190828-01274,171.5,151.43,159,119.73,12.13,12.28,0.38,11.97,6.41,20.83,18.3,93.5,6.4
I-B-XA1207672-190627-01697,175.6,136.13,154.3,118.75,11.73,12.19,,11.97,6.61,23.79,17.4,100.92,6.6
I-B-XA1207672-190830-01635,146.9,144.83,149.8,115.3,12.12,12.18,0.41,11.97,6.41,18.46,20.3,81.54,6.41
I-B-XA1207672-190906-03363,139.2,155.77,180.6,112.52,12.05,12.35,0.41,11.97,6.41,23.76,13,101.78,6.41
I-B-XA1207672-190712-01203,141.6,160.18,155.6,119.95,11.83,12.23,,11.97,6.61,27.67,14.4,99.07,6.61
I-B-XA1207672-190706-01418,180.8,145.65,161.3,112.42,11.78,12.31,,11.97,6.61,23.35,13.4,90.83,6.62
I-B-XA1207672-190830-01796,167.7,156.2,133.9,109.31,12.09,12.18,0.38,11.97,6.4,18.91,22.9,88.73,6.4
I-B-XA1207672-190429-01107,173.4,157.45,157.4,114.21,12.07,12.25,,11.97,6.62,21.91,18.2,99.57,6.61
I-B-XA1207672-190802-01545,151.6,147.12,171.3,110.7,11.83,12.15,0.35,11.97,6.61,23.84,59.4,95.24,6.61
I-B-XA1207672-190706-01873,182.8,151.51,175.7,114.51,11.79,12.29,,11.97,6.61,25.77,16.4,96.67,6.63
I-B-XA1207672-190712-03569,197.8,165.61,151.2,112.08,11.84,12.33,,11.97,6.51,27.74,12.9,99.68,6.62
I-B-XA1207672-190504-01910,157.3,171.44,172.2,122.89,12.07,12.21,,11.97,6.62,22.33,20.3,103.9,6.61
I-B-XA1207672-190801-02164,159.6,140.25,182.3,114.95,11.88,12.23,0.34,11.97,6.61,23.48,25.9,93.08,6.61
I-B-XA1207672-190905-00765,148.2,148.13,162.8,113,12.09,12.23,0.41,11.97,6.4,23.03,17,99.41,6.42
